Physics: 87	Chemistry: 81	Maths: 53	Total: 221

Sr No: 84	Name : Abagail	Birthdate: 02/02/2001
Physics: 76	Chemistry: 60	Maths: 66	Total: 202

Sr No: 85	Name : Abbe	Birthdate: 08/04/2003
Physics: 73	Chemistry: 78	Maths: 79	Total: 230

Sr No: 86	Name : Abbey	Birthdate: 15/09/2002
Physics: 78	Chemistry: 71	Maths: 73	Total: 222

Sr No: 87	Name : Abbi	Birthdate: 09/03/2002
Physics: 87	Chemistry: 57	Maths: 64	Total: 208

Sr No: 88	Name : Abbie	Birthdate: 20/05/2003
Physics: 84	Chemistry: 75	Maths: 86	Total: 245

Sr No: 89	Name : Abby	Birthdate: 17/10/2003
Physics: 76	Chemistry: 68	Maths: 52	Total: 196

Sr No: 90	Name : Abbye	Birthdate: 02/12/2002
Physics: 69	Chemistry: 100	Maths: 86	Total: 255

Sr No: 91	Name : Aaren	Birthdate: 18/12/2003
Physics: 99	Chemistry: 89	Maths: 53	Total: 241

Sr No: 92	Name : Aarika	Birthdate: 05/06/2003
Physics: 78	Chemistry: 57	Maths: 64	Total: 199

Sr No: 93	Name : Abagael	Birthdate: 22/12/2002
Physics: 58	Chemistry: 70	Maths: 100	Total: 228

Sr No: 94	Name : Abagail	Birthdate: 28/02/2001
Physics: 90	Chemistry: 60	Maths: 71	Total: 221

Sr No: 95	Name : Abbe	Birthdate: 15/07/2001
Physics: 65	Chemistry: 88	Maths: 87	Total: 240

Sr No: 96	Name : Abbey	Birthdate: 15/02/2003
Physics: 84	Chemistry: 64	Maths: 83	Total: 231

Sr No: 97	Name : Abbi	Birthdate: 24/07/2002
Physics: 70	Chemistry: 86	Maths: 92	Total: 248

Sr No: 98	Name : Abbie	Birthdate: 09/02/2002
Physics: 66	Chemistry: 66	Maths: 70	Total: 202

Sr No: 99	Name : Abby	Birthdate: 22/01/2003
Physics: 59	Chemistry: 90	Maths: 63	Total: 212

Sr No: 100	Name : Abbye	Birthdate: 03/11/2002
Physics: 77	Chemistry: 100	Maths: 66	Total: 243

Sr No: 101	Name : shrey	Birthdate: 28/07/2002
Physics: 100	Chemistry: 100	Maths: 100	Total: 300

