137 Jaisvi 71 80 81 22 5 2001 
138 Jhanvi 89 61 100 4 1 2002 
139 Jivika 55 78 61 9 3 2001 
140 Jiya 65 84 71 27 6 2002 
141 Kashvi 79 73 92 13 4 2002 
142 Kavya 53 55 68 18 4 2001 
143 Keya 65 77 81 13 8 2002 
144 Khanak 51 98 52 24 3 2003 
145 Khushi 60 63 68 26 8 2003 
146 Kiara 53 77 83 11 11 2003 
147 Kimaya 92 91 66 2 11 2003 
148 Lasya 81 61 80 15 5 2003 
149 Lavanya 91 62 65 20 7 2002 
150 Mahika 79 73 78 24 3 2003 
151 Maitreyi 59 75 77 7 3 2001 
152 Mannat 81 98 53 27 7 2002 
153 Miraya 80 86 59 22 6 2002 
154 Mishika 94 68 91 8 4 2003 
155 Medhasvini 94 90 82 3 10 2002 
156 Myra 57 98 72 7 5 2002 
157 Naira 60 76 56 9 1 2003 
158 Naisha 100 61 94 9 3 2001 
159 Nakshatra 87 76 75 10 6 2002 
160 Navya 68 97 82 11 11 2001 
161 Nayantara 76 97 68 16 11 2001 
162 Nehmat 82 100 55 11 6 2003 
163 Nitara 66 90 100 12 10 2001 
164 Nitya 77 66 90 15 1 2001 
165 Ojasvini 61 61 94 8 12 2003 
166 Oorja 99 55 85 13 1 2002 
167 Pari 87 76 100 1 6 2001 
168 Parinaaz 67 77 83 1 10 2003 
169 Pihu 53 75 68 2 11 2002 
170 Pranavi 70 57 96 12 8 2001 
171 Prisha 69 95 60 5 2 2001 
172 Renee 96 76 80 1 4 2002 
173 Rhea 81 74 79 26 5 2003 
174 Riya 69 73 60 4 12 2002 
175 Rudrani 78 89 97 20 8 2002 
176 Saanvi 62 77 73 17 10 2003 
177 Samaira 80 63 65 6 11 2001 
178 Sana 100 69 64 4 12 2003 
179 Sara 94 73 57 28 9 2003 
180 Seher 84 84 63 9 6 2003 
181 Shanaya 64 61 57 8 11 2002 
182 Sharanya 91 68 59 26 12 2002 
183 Siya 60 53 96 18 11 2002 
184 Suhana 75 76 63 1 2 2002 
185 Tanya 76 80 67 8 10 2001 
186 Tarini 74 82 64 11 11 2002 
187 Tiya 74 82 53 23 12 2002 
188 Trisha 90 82 95 26 2 2002 
189 Urvi 83 89 98 22 12 2001 
190 Vanya 79 55 94 8 12 2003 
191 Vaidehi 62 86 94 28 5 2002 
192 Vardaniya 97 97 88 14 5 2002 
193 Vedika 52 98 51 15 12 2002 
194 Vihaana 96 55 95 28 2 2002 
195 Yashasvini 92 60 94 4 8 2001 
196 Yashvi 62 80 75 23 3 2003 
197 Zaina 79 76 64 21 10 2002 
198 Zaira 97 54 85 28 6 2001 
199 Zara 79 94 97 12 10 2002 
200 Zoya 72 72 52 16 8 2002 
201 Aaradhya 77 66 69 12 11 2001 
202 Adah 63 62 51 25 5 2002 
203 Adhira 78 74 92 7 1 2001 
204 Alisha 100 58 76 26 10 2001 
205 Amoli 57 68 53 2 12 2002 
206 Anaisha 85 51 65 16 1 2001 
207 Ananya 78 65 76 19 5 2001 
208 Anika 65 62 83 2 8 2003 
209 Anushka 55 82 69 14 1 2003 
210 Asmee 78 97 88 8 6 2001 
211 Avni 68 82 69 8 6 2002 
212 Carina 86 84 61 12 11 2001 
213 Drishti 99 91 52 16 7 2002 
214 Hiya 64 57 55 27 6 2003 
215 Ira 52 76 97 16 9 2002 
216 Ishana 54 63 59 20 9 2002 
217 Ishita 86 52 100 9 8 2002 
218 Kaia 88 64 97 26 2 2002 
219 Kashvi 89 65 97 14 2 2003 
220 Keya 97 78 91 2 12 2002 
221 Kimaya 98 62 74 26 6 2003 
222 Krisha 83 96 89 7 8 2002 
223 Larisa 96 98 89 18 2 2003 
224 Mahika 76 92 51 4 8 2002 
225 Mayra 57 94 56 6 6 2001 
226 Mehar 71 60 66 20 9 2002 
227 Mirai 96 71 67 5 12 2002 
228 Mishka 59 58 61 18 8 2001 
229 Naitee 71 98 85 27 6 2001 
230 Navya 73 80 84 25 10 2001 
231 Nehrika 60 63 95 5 5 2002 
232 Neysa 99 99 52 5 2 2002 
233 Pavati 68 55 98 12 9 2001 
234 Prisha 79 94 59 20 5 2003 
235 Ryka 92 72 69 4 9 2002 
236 Rebecca 83 100 92 25 1 2001 
237 Saanvi 93 58 85 8 10 2003 
238 Sahana 63 98 63 4 9 2002 
239 Sai 67 91 69 6 8 2001 
240 Saisha 96 60 54 23 7 2001 
241 Saloni 86 51 65 2 4 2003 
242 Shanaya 71 66 98 9 11 2002 
243 Shrishti 78 66 55 16 4 2001 
244 Sneha 77 76 84 27 11 2003 
245 Taahira 89 85 94 10 12 2002 
246 Taara 67 77 74 19 10 2002 
247 Tanvi 98 70 87 14 7 2001 
248 Viti 67 92 64 28 8 2002 
249 Zara 65 79 75 7 7 2002 
250 Aahva 63 73 64 5 2 2002 
251 Aadiv 88 88 83 19 1 2003 
252 Aarav 60 65 100 18 11 2003 
253 Akanksh 98 52 56 25 6 2002 
254 Alex 81 96 57 6 1 2002 
255 Anant 95 66 76 16 8 2001 
256 Atiksh 78 99 54 21 5 2001 
257 Ayaan 70 64 62 5 7 2001 
258 Bhuv 95 93 93 9 10 2003 
259 Dasya 98 95 73 14 3 2001 
260 Gian 86 86 65 6 1 2003 
261 Hem 64 85 63 7 7 2003 
262 Idhant 82 55 90 21 1 2003 
263 Ishank 91 89 97 12 8 2002 
264 Jash 96 52 74 23 12 2001 
265 Jay 77 100 64 26 4 2003 
266 Joseph 90 77 83 12 3 2002 
267 Kabir 97 61 74 4 12 2002 
268 Kahaan 71 93 75 6 2 2001 
269 Kairav 78 71 61 26 7 2003 
270 Kevin 93 74 66 2 5 2003 
271 Laksh 55 88 71 16 7 2002 
272 Luv 91 100 87 26 12 2003 
273 Manan 68 70 55 6 2 2001 
274 Mohammad 86 82 60 4 3 2001 
275 Naksh 72 56 88 24 1 2002 
276 Nimit 67 85 100 6 6 2002 
277 Nirav 97 72 55 1 2 2001 
278 Pahal 61 54 60 2 7 2001 
279 Parv 75 75 92 15 1 2002 
280 Pranay 80 90 99 22 12 2003 
281 Rachit 91 71 94 19 5 2003 
282 Raj 69 89 69 7 3 2001 
283 Ranbir 67 86 79 7 4 2002 
284 Raunak 84 85 88 15 3 2003 
285 Reyansh 61 76 94 24 2 2001 
286 Rishaan 98 77 65 7 3 2001 
287 Rishit 83 79 78 1 11 2003 
288 Rohan 54 61 95 13 9 2002 
289 Rudra 96 89 93 20 1 2002 
290 Rushil 67 85 96 3 6 2001 
291 Sadhil 73 60 93 20 4 2001 
292 Sarthak 63 57 92 7 12 2002 
293 Taarush 62 54 72 7 12 2001 
294 Taksh 93 66 100 28 8 2001 
295 Ved 51 100 74 12 6 2001 
296 Vihaan 65 87 98 6 3 2002 
297 Vivaan 60 92 93 19 2 2003 
298 Yash 69 62 73 16 9 2002 
299 Yug 67 55 68 6 8 2001 
300 Zuber 64 56 63 6 7 2001 
301 aabha 83 65 81 11 11 2003 
302 aabharan 89 53 61 8 4 2003 
303 aabheer 63 98 99 6 12 2002 
304 aachman 89 73 59 17 12 2001 
305 or 82 78 75 14 12 2002 
306 aadarsh 98 96 56 4 9 2001 
307 aadhira 64 59 51 9 9 2001 
308 aadhishankar 57 60 58 9 8 2001 
309 adwaitha 82 90 57 1 5 2003 
310 aadhunik 52 89 96 19 11 2001 
311 aadi 57 88 97 13 9 2003 
312 aadidev 62 52 60 9 3 2003 
313 aadinath 97 81 74 26 12 2001 
314 aadit 73 89 88 22 12 2003 
315 aaditeya 89 64 100 6 3 2003 
316 aaditya 93 76 70 7 8 2002 
317 aadya 89 65 91 21 4 2002 
318 aafreen 58 83 64 9 11 2002 
319 aagam 81 65 72 5 8 2003 
320 aagneya 81 61 69 25 2 2001 
321 aahlaad 99 72 93 3 6 2001 
322 aahlaadith 80 94 53 4 1 2003 
323 aahva 57 78 93 10 4 2003 
324 aahwaanith 83 92 97 19 3 2003 
325 aakaash 93 68 100 16 6 2003 
326 aakanksh 85 65 96 26 3 2001 
327 aakar 62 60 59 2 3 2001 
328 aakarshan 94 61 54 7 1 2001 
329 aakash 95 62 59 13 9 2002 
330 aalam 75 99 81 11 7 2002 
331 aalap 88 97 64 23 8 2003 
332 aalok 59 78 93 8 6 2003 
333 aamod 95 60 99 7 5 2003 
334 aanand 81 59 65 3 3 2003 
335 aanandswarup 62 81 60 23 7 2003 
336 aandaleeb 53 89 76 8 1 2003 
337 aanjaneya 71 80 87 15 2 2002 
338 aapt 69 58 74 23 2 2001 
339 aaradhak 81 61 98 23 10 2002 
340 aarnav 94 89 99 13 5 2002 
341 adalarasu 55 94 73 22 8 2003 
342 adarsh 95 52 64 7 6 2002 
343 bibhas 90 77 81 20 1 2001 
344 bibhavasu 89 85 58 10 2 2002 
345 bijal 96 55 66 18 1 2003 
346 bikram 68 51 51 28 6 2002 
347 bilva 66 76 66 7 2 2003 
348 bimal 95 85 54 21 6 2002 
349 bindusar 80 77 63 22 5 2001 
350 birbal 94 100 62 23 1 2001 
351 bitasok 93 52 98 14 6 2003 
352 bodhan 52 90 93 20 10 2001 
353 boudhayan 80 81 68 6 11 2002 
354 brahma 57 80 64 26 10 2002 
355 brahmaji 53 66 100 13 1 2001 
356 brahmabrata 89 82 77 12 5 2001 
357 brahmadutt 70 81 53 19 1 2001 
358 chaanakya 82 72 64 11 9 2002 
359 chaaruchandra 86 71 90 13 8 2003 
360 chaarudatt 92 74 83 13 3 2003 
361 chaaruhaas 57 57 56 22 6 2003 
362 chahel 68 94 64 14 2 2001 
363 chain 63 93 75 22 5 2003 
364 chaitan 61 76 94 8 6 2003 
365 chaitanya 83 71 79 26 7 2002 
366 chakor 59 98 74 14 5 2002 
367 chakradev 90 86 69 28 6 2003 
368 chakradhar 78 99 58 25 9 2002 
369 darpak 82 88 95 7 12 2002 
370 darpan 82 56 86 27 6 2001 
371 darsh 67 58 76 9 6 2001 
372 darshak 71 67 60 17 6 2001 
373 darshan 56 59 73 8 9 2001 
374 darshit 100 59 85 19 1 2003 
375 daruka 94 60 59 17 5 2001 
376 dasharath 51 69 62 27 9 2001 
377 dasharathi 51 86 67 13 4 2002 
378 dasmaya 62 66 59 26 8 2001 
379 datta 57 84 70 22 6 2002 
380 dattatreya 72 80 72 18 9 2003 
381 dattey 67 64 96 17 8 2002 
382 daya 53 54 67 22 4 2001 
383 dayaal 72 57 79 13 5 2003 
384 dayada 85 79 99 2 8 2001 
385 dayakar 66 76 58 17 7 2002 
386 dayakara 96 51 73 27 6 2001 
387 dayamay 63 59 65 28 5 2002 
388 dayanand 79 60 74 2 5 2001 
389 dayanidhi 56 82 98 3 1 2003 
390 hriday 89 52 93 27 11 2002 
391 hridayanand 59 55 95 2 8 2003 
392 hridayesh 70 88 52 9 6 2001 
393 hridaynath 90 82 86 20 9 2001 
394 hridik 83 57 80 9 6 2002 
395 hridyanshu 76 57 59 20 6 2001 
396 hriman 76 55 90 7 2 2002 
397 hrishi 83 55 71 8 7 2002 
398 hrishikesh 73 91 94 23 8 2003 
399 hrithik 82 97 99 1 7 2003 
400 jagad 95 66 83 22 7 2002 
401 jagadayu 70 79 93 3 10 2003 
402 jagadbandu 53 68 68 6 8 2002 
403 jagadeep 82 94 55 12 12 2001 
404 jagadev 90 98 56 26 1 2002 
405 jagadhish 78 95 58 19 2 2002 
406 jagajeet 62 80 51 28 4 2002 
407 jagajeevan 79 94 90 4 7 2001 
408 jagan 63 71 88 26 9 2001 
409 jaganmay 55 92 90 25 1 2003 
410 jagannath 52 75 61 24 3 2003 
411 jagatbehari 90 86 98 12 10 2002 
412 jagatguru 89 86 58 20 9 2001 
413 jagath 60 77 84 16 11 2001 
414 jagatkishor 73 82 59 22 9 2002 
415 jagatpal 88 64 67 5 2 2003 
416 jagatprabhu 62 99 65 28 3 2003 
417 jagatprakash 74 82 69 17 12 2001 
418 jagatveer 59 99 56 5 8 2001 
419 jagdeep 86 65 59 25 4 2001 
420 jagdeo 53 83 92 19 1 2003 
421 jagdish 63 80 89 23 9 2001 
422 kanhaiya 66 60 75 17 9 2001 
423 kanhaiyalal 57 85 77 20 7 2001 
424 kanish 60 81 57 17 8 2002 
425 kanishk 79 53 76 1 6 2003 
426 kanishka 70 76 93 12 10 2003 
427 kanishta 95 84 92 16 3 2002 
428 kanj 98 94 85 24 8 2003 
429 kantilal 74 83 89 1 6 2002 
430 kantimoy 53 92 74 4 8 2001 
431 kanu 56 84 81 5 6 2001 
432 kanv 59 71 74 27 6 2002 
433 kanvar 81 74 95 24 3 2003 
434 kanwal 73 96 68 10 8 2003 
435 kanwaljeet 52 86 96 27 9 2001 
436 kanwalkishore 79 77 79 7 11 2003 
437 khagesh 55 52 82 27 4 2001 
438 khairiya 64 95 54 9 10 2003 
439 khajit 98 53 55 28 1 2003 
440 khalid 89 87 81 15 4 2001 
441 kharanshu 88 60 67 8 4 2002 
442 khazana 51 100 64 6 11 2003 
443 khemchand 56 96 57 21 6 2002 
444 khemprakash 65 70 51 25 3 2003 
445 khushal 57 55 92 6 12 2002 
446 khushwant 90 68 68 7 11 2002 
447 kindam 90 96 90 15 4 2001 
448 kinshuk 55 80 62 4 5 2001 
449 kintan 61 100 74 28 4 2002 
450 kiraat 55 96 65 21 1 2003 
451 kiran 59 58 99 25 4 2002 
452 kiranmay 99 100 66 13 12 2002 
453 kirat 63 69 94 5 10 2002 
454 kiratidev 58 73 88 2 6 2003 
455 kireet 67 70 98 28 2 2001 
456 kirik 94 94 73 19 11 2002 
457 kirin 66 68 58 23 8 2002 
458 kirit 85 61 82 6 3 2001 
459 kiritmani 86 66 83 11 5 2003 
460 madin 55 65 92 3 11 2002 
461 madur 94 86 65 2 8 2001 
462 magadh 56 87 98 14 3 2001 
463 magan 80 70 51 25 9 2001 
464 maha 93 89 83 22 8 2002 
465 mahabahu 52 87 82 24 8 2003 
466 mahabala 62 86 68 19 11 2001 
467 mahadev 65 52 85 19 12 2003 
468 mahaj 88 88 51 24 4 2003 
469 mahakaya 67 79 78 25 10 2002 
470 mahaketu 56 70 57 21 12 2001 
471 mahakram 72 83 93 10 2 2003 
472 mahamani 51 85 76 28 8 2002 
473 mahamati 71 77 75 24 8 2003 
474 mahanidhi 65 64 76 27 3 2002 
475 medh 96 70 96 12 7 2003 
476 medhansh 75 73 90 25 9 2003 
477 meer 68 55 84 10 9 2002 
478 megh 85 99 62 28 7 2003 
479 megha 96 96 96 2 3 2001 
480 meghaj 53 75 73 21 9 2003 
481 meghan 78 93 73 20 8 2003 
482 meghashyam 65 80 92 10 4 2003 
483 meghdutt 61 68 91 10 3 2003 
484 meghnaad 71 81 69 11 10 2001 
485 meghnad 87 51 63 12 5 2001 
486 meghraj 84 58 81 26 2 2001 
487 mehaan 59 93 75 18 4 2003 
488 naishadh 94 89 51 7 5 2002 
489 nakhraj 55 68 55 24 5 2001 
490 naksatraraja 67 78 84 5 8 2003 
491 nakshatra 81 96 88 1 2 2002 
492 nakul 80 93 88 16 7 2002 
493 nal 54 58 92 21 8 2002 
494 nalesh 85 93 100 21 2 2003 
495 nalin 86 84 86 16 10 2003 
496 nalinaksh 70 85 58 25 4 2003 
497 nalinaksha 91 78 80 20 1 2002 
498 nalinikant 69 68 56 15 1 2001 
499 nabarun 65 98 79 16 5 2001 
500 nabendu 79 72 89 25 5 2002 
