Physics: 99	Chemistry: 71	Maths: 75	Total: 245

Sr No: 113	Name : Abagael	Birthdate: 26/08/2001
Physics: 97	Chemistry: 72	Maths: 54	Total: 223

Sr No: 114	Name : Abagail	Birthdate: 11/03/2001
Physics: 98	Chemistry: 94	Maths: 91	Total: 283

Sr No: 115	Name : Abbe	Birthdate: 07/12/2001
Physics: 86	Chemistry: 87	Maths: 89	Total: 262

Sr No: 116	Name : Abbey	Birthdate: 09/03/2003
Physics: 83	Chemistry: 73	Maths: 88	Total: 244

Sr No: 117	Name : Abbi	Birthdate: 25/08/2002
Physics: 51	Chemistry: 75	Maths: 77	Total: 203

Sr No: 118	Name : Abbie	Birthdate: 09/12/2003
Physics: 62	Chemistry: 68	Maths: 80	Total: 210

Sr No: 119	Name : Abby	Birthdate: 26/04/2003
Physics: 66	Chemistry: 94	Maths: 70	Total: 230

Sr No: 120	Name : Abbye	Birthdate: 04/02/2002
Physics: 69	Chemistry: 56	Maths: 98	Total: 223

Sr No: 121	Name : Aaren	Birthdate: 09/03/2001
Physics: 52	Chemistry: 85	Maths: 92	Total: 229

Sr No: 122	Name : Aarika	Birthdate: 06/04/2003
Physics: 95	Chemistry: 84	Maths: 53	Total: 232

Sr No: 123	Name : Abagael	Birthdate: 14/09/2002
Physics: 90	Chemistry: 85	Maths: 81	Total: 256

Sr No: 124	Name : Abagail	Birthdate: 06/07/2002
Physics: 91	Chemistry: 92	Maths: 91	Total: 274

Sr No: 125	Name : Abbe	Birthdate: 02/09/2003
Physics: 53	Chemistry: 81	Maths: 79	Total: 213

Sr No: 126	Name : Abbey	Birthdate: 18/12/2003
Physics: 89	Chemistry: 64	Maths: 99	Total: 252

Sr No: 127	Name : Abbi	Birthdate: 04/08/2002
Physics: 92	Chemistry: 84	Maths: 91	Total: 267

Sr No: 128	Name : Abbie	Birthdate: 21/09/2003
Physics: 77	Chemistry: 94	Maths: 66	Total: 237

Sr No: 129	Name : Abby	Birthdate: 16/07/2002
Physics: 62	Chemistry: 59	Maths: 85	Total: 206

Sr No: 130	Name : Abbye	Birthdate: 08/01/2001
Physics: 82	Chemistry: 98	Maths: 88	Total: 268

Sr No: 131	Name : Aaren	Birthdate: 11/04/2002
Physics: 95	Chemistry: 57	Maths: 75	Total: 227

Sr No: 132	Name : Aarika	Birthdate: 21/10/2001
Physics: 56	Chemistry: 81	Maths: 84	Total: 221

Sr No: 133	Name : Abagael	Birthdate: 17/04/2002
Physics: 74	Chemistry: 82	Maths: 77	Total: 233

Sr No: 134	Name : Abagail	Birthdate: 21/08/2003
Physics: 78	Chemistry: 86	Maths: 64	Total: 228

Sr No: 135	Name : Abbe	Birthdate: 14/03/2003
Physics: 66	Chemistry: 91	Maths: 97	Total: 254

Sr No: 136	Name : Abbey	Birthdate: 15/01/2002
Physics: 94	Chemistry: 100	Maths: 89	Total: 283

Sr No: 137	Name : Abbi	Birthdate: 08/11/2002
Physics: 53	Chemistry: 75	Maths: 98	Total: 226

Sr No: 138	Name : Abbie	Birthdate: 27/06/2003
Physics: 98	Chemistry: 100	Maths: 63	Total: 261

Sr No: 139	Name : Abby	Birthdate: 16/10/2003
Physics: 70	Chemistry: 56	Maths: 60	Total: 186

Sr No: 140	Name : Abbye	Birthdate: 01/04/2002
Physics: 94	Chemistry: 68	Maths: 55	Total: 217

Sr No: 141	Name : Aaren	Birthdate: 01/05/2002
Physics: 68	Chemistry: 88	Maths: 54	Total: 210

Sr No: 142	Name : Aarika	Birthdate: 18/07/2001
Physics: 73	Chemistry: 87	Maths: 70	Total: 230

Sr No: 143	Name : Abagael	Birthdate: 11/05/2001
Physics: 63	Chemistry: 66	Maths: 69	Total: 198

Sr No: 144	Name : Abagail	Birthdate: 04/11/2002
Physics: 62	Chemistry: 91	Maths: 52	Total: 205

Sr No: 145	Name : Abbe	Birthdate: 20/09/2001
Physics: 61	Chemistry: 91	Maths: 84	Total: 236

Sr No: 146	Name : Abbey	Birthdate: 19/11/2003
Physics: 65	Chemistry: 72	Maths: 84	Total: 221

Sr No: 147	Name : Abbi	Birthdate: 17/02/2001
Physics: 70	Chemistry: 75	Maths: 68	Total: 213

Sr No: 148	Name : Abbie	Birthdate: 07/05/2002
Physics: 96	Chemistry: 100	Maths: 67	Total: 263

Sr No: 149	Name : Abby	Birthdate: 07/10/2003
Physics: 53	Chemistry: 94	Maths: 90	Total: 237

Sr No: 150	Name : Abbye	Birthdate: 24/03/2001
Physics: 62	Chemistry: 78	Maths: 99	Total: 239

Sr No: 151	Name : Aaren	Birthdate: 23/02/2001
Physics: 51	Chemistry: 95	Maths: 75	Total: 221

Sr No: 152	Name : Aarika	Birthdate: 18/10/2002
Physics: 79	Chemistry: 67	Maths: 76	Total: 222

Sr No: 153	Name : Abagael	Birthdate: 12/01/2001
Physics: 76	Chemistry: 71	Maths: 68	Total: 215

Sr No: 154	Name : Abagail	Birthdate: 08/09/2003
Physics: 90	Chemistry: 76	Maths: 84	Total: 250

Sr No: 155	Name : Abbe	Birthdate: 15/09/2001
Physics: 97	Chemistry: 87	Maths: 87	Total: 271

Sr No: 156	Name : Abbey	Birthdate: 27/04/2003
Physics: 62	Chemistry: 51	Maths: 93	Total: 206

Sr No: 157	Name : Abbi	Birthdate: 26/08/2003
Physics: 100	Chemistry: 82	Maths: 53	Total: 235

Sr No: 158	Name : Abbie	Birthdate: 14/03/2002
Physics: 100	Chemistry: 67	Maths: 59	Total: 226

Sr No: 159	Name : Abby	Birthdate: 17/02/2003
Physics: 70	Chemistry: 52	Maths: 55	Total: 177

Sr No: 160	Name : Abbye	Birthdate: 07/10/2003
Physics: 57	Chemistry: 99	Maths: 56	Total: 212

Sr No: 161	Name : Aaren	Birthdate: 19/06/2002
Physics: 56	Chemistry: 70	Maths: 95	Total: 221

Sr No: 162	Name : Aarika	Birthdate: 15/09/2003
Physics: 90	Chemistry: 71	Maths: 63	Total: 224

Sr No: 163	Name : Abagael	Birthdate: 25/07/2002
Physics: 85	Chemistry: 92	Maths: 88	Total: 265

Sr No: 164	Name : Abagail	Birthdate: 13/02/2002
Physics: 92	Chemistry: 98	Maths: 61	Total: 251

Sr No: 165	Name : Abbe	Birthdate: 05/12/2001
Physics: 83	Chemistry: 56	Maths: 55	Total: 194

Sr No: 166	Name : Abbey	Birthdate: 11/09/2002
Physics: 89	Chemistry: 85	Maths: 74	Total: 248

Sr No: 167	Name : Abbi	Birthdate: 07/02/2001
Physics: 78	Chemistry: 89	Maths: 89	Total: 256

Sr No: 168	Name : Abbie	Birthdate: 03/02/2003
Physics: 77	Chemistry: 83	Maths: 88	Total: 248

Sr No: 169	Name : Abby	Birthdate: 01/12/2001
Physics: 74	Chemistry: 99	Maths: 67	Total: 240

Sr No: 170	Name : Abbye	Birthdate: 04/11/2003
Physics: 52	Chemistry: 88	Maths: 53	Total: 193

Sr No: 171	Name : Aaren	Birthdate: 23/05/2003
Physics: 74	Chemistry: 81	Maths: 72	Total: 227

Sr No: 172	Name : Aarika	Birthdate: 01/01/2002
Physics: 100	Chemistry: 56	Maths: 87	Total: 243

Sr No: 173	Name : Abagael	Birthdate: 09/11/2003
Physics: 73	Chemistry: 90	Maths: 89	Total: 252

Sr No: 174	Name : Abagail	Birthdate: 27/05/2002
Physics: 88	Chemistry: 75	Maths: 64	Total: 227

Sr No: 175	Name : Abbe	Birthdate: 19/05/2001
Physics: 79	Chemistry: 63	Maths: 97	Total: 239

Sr No: 176	Name : Abbey	Birthdate: 25/02/2002
Physics: 86	Chemistry: 99	Maths: 51	Total: 236

Sr No: 177	Name : Abbi	Birthdate: 25/08/2002
Physics: 69	Chemistry: 74	Maths: 56	Total: 199

Sr No: 178	Name : Abbie	Birthdate: 15/09/2003
Physics: 64	Chemistry: 92	Maths: 72	Total: 228

Sr No: 179	Name : Abby	Birthdate: 06/01/2003
Physics: 60	Chemistry: 84	Maths: 95	Total: 239

Sr No: 180	Name : Abbye	Birthdate: 19/05/2001
Physics: 71	Chemistry: 90	Maths: 75	Total: 236

Sr No: 181	Name : Aaren	Birthdate: 13/03/2001
Physics: 81	Chemistry: 58	Maths: 72	Total: 211

Sr No: 182	Name : Aarika	Birthdate: 27/04/2002
Physics: 68	Chemistry: 63	Maths: 100	Total: 231

Sr No: 183	Name : Abagael	Birthdate: 14/05/2003
Physics: 64	Chemistry: 61	Maths: 76	Total: 201

Sr No: 184	Name : Abagail	Birthdate: 06/01/2003
Physics: 87	Chemistry: 76	Maths: 67	Total: 230

Sr No: 185	Name : Abbe	Birthdate: 13/07/2002
Physics: 89	Chemistry: 72	Maths: 82	Total: 243

Sr No: 186	Name : Abbey	Birthdate: 26/05/2001
Physics: 56	Chemistry: 85	Maths: 64	Total: 205

Sr No: 187	Name : Abbi	Birthdate: 21/08/2003
Physics: 70	Chemistry: 93	Maths: 70	Total: 233

Sr No: 188	Name : Abbie	Birthdate: 08/06/2002
Physics: 83	Chemistry: 92	Maths: 88	Total: 263

Sr No: 189	Name : Abby	Birthdate: 16/07/2001
Physics: 73	Chemistry: 67	Maths: 88	Total: 228

Sr No: 190	Name : Abbye	Birthdate: 09/11/2001
Physics: 98	Chemistry: 86	Maths: 100	Total: 284

Sr No: 191	Name : Aaren	Birthdate: 08/11/2001
Physics: 53	Chemistry: 89	Maths: 72	Total: 214

Sr No: 192	Name : Aarika	Birthdate: 19/09/2003
Physics: 87	Chemistry: 60	Maths: 58	Total: 205

Sr No: 193	Name : Abagael	Birthdate: 25/07/2001
Physics: 88	Chemistry: 67	Maths: 55	Total: 210

Sr No: 194	Name : Abagail	Birthdate: 25/03/2003
Physics: 80	Chemistry: 92	Maths: 91	Total: 263

Sr No: 195	Name : Abbe	Birthdate: 12/03/2002
Physics: 84	Chemistry: 59	Maths: 66	Total: 209

Sr No: 196	Name : Abbey	Birthdate: 23/12/2003
Physics: 79	Chemistry: 82	Maths: 63	Total: 224

Sr No: 197	Name : Abbi	Birthdate: 27/03/2001
Physics: 75	Chemistry: 84	Maths: 82	Total: 241

Sr No: 198	Name : Abbie	Birthdate: 02/05/2002
Physics: 77	Chemistry: 79	Maths: 87	Total: 243

Sr No: 199	Name : Abby	Birthdate: 13/02/2001
Physics: 54	Chemistry: 60	Maths: 66	Total: 180

Sr No: 200	Name : Abbye	Birthdate: 13/06/2002
Physics: 94	Chemistry: 84	Maths: 86	Total: 264

Sr No: 201	Name : Aaren	Birthdate: 15/03/2001
Physics: 79	Chemistry: 52	Maths: 63	Total: 194

Sr No: 202	Name : Aarika	Birthdate: 27/08/2001
Physics: 82	Chemistry: 90	Maths: 56	Total: 228

Sr No: 203	Name : Abagael	Birthdate: 27/09/2002
Physics: 100	Chemistry: 70	Maths: 75	Total: 245

Sr No: 204	Name : Abagail	Birthdate: 05/10/2002
Physics: 95	Chemistry: 89	Maths: 68	Total: 252

Sr No: 205	Name : Abbe	Birthdate: 12/05/2003
Physics: 65	Chemistry: 92	Maths: 53	Total: 210

Sr No: 206	Name : Abbey	Birthdate: 02/01/2002
Physics: 63	Chemistry: 95	Maths: 67	Total: 225

Sr No: 207	Name : Abbi	Birthdate: 27/09/2001
Physics: 63	Chemistry: 85	Maths: 69	Total: 217

Sr No: 208	Name : Abbie	Birthdate: 12/10/2003
Physics: 75	Chemistry: 83	Maths: 54	Total: 212

Sr No: 209	Name : Abby	Birthdate: 18/04/2003
Physics: 71	Chemistry: 76	Maths: 81	Total: 228

Sr No: 210	Name : Abbye	Birthdate: 26/05/2003
Physics: 63	Chemistry: 80	Maths: 63	Total: 206

Sr No: 211	Name : Aaren	Birthdate: 19/11/2002
Physics: 99	Chemistry: 68	Maths: 75	Total: 242

Sr No: 212	Name : Aarika	Birthdate: 25/08/2002
Physics: 99	Chemistry: 65	Maths: 66	Total: 230

Sr No: 213	Name : Abagael	Birthdate: 08/05/2002
Physics: 51	Chemistry: 73	Maths: 90	Total: 214

Sr No: 214	Name : Abagail	Birthdate: 03/01/2003
Physics: 85	Chemistry: 72	Maths: 79	Total: 236

Sr No: 215	Name : Abbe	Birthdate: 26/08/2002
Physics: 59	Chemistry: 68	Maths: 55	Total: 182

Sr No: 216	Name : Abbey	Birthdate: 09/12/2003
Physics: 52	Chemistry: 67	Maths: 66	Total: 185

Sr No: 217	Name : Abbi	Birthdate: 10/03/2001
Physics: 81	Chemistry: 64	Maths: 93	Total: 238

Sr No: 218	Name : Abbie	Birthdate: 02/06/2003
Physics: 93	Chemistry: 80	Maths: 51	Total: 224

Sr No: 219	Name : Abby	Birthdate: 18/01/2003
Physics: 52	Chemistry: 62	Maths: 51	Total: 165

Sr No: 220	Name : Abbye	Birthdate: 16/09/2001
Physics: 79	Chemistry: 80	Maths: 59	Total: 218

Sr No: 221	Name : Aaren	Birthdate: 05/11/2001
Physics: 70	Chemistry: 96	Maths: 79	Total: 245

Sr No: 222	Name : Aarika	Birthdate: 02/12/2003
Physics: 97	Chemistry: 75	Maths: 89	Total: 261

Sr No: 223	Name : Abagael	Birthdate: 22/03/2001
Physics: 79	Chemistry: 78	Maths: 68	Total: 225

Sr No: 224	Name : Abagail	Birthdate: 07/05/2001
Physics: 74	Chemistry: 81	Maths: 88	Total: 243

Sr No: 225	Name : Abbe	Birthdate: 26/08/2002
Physics: 62	Chemistry: 91	Maths: 72	Total: 225

Sr No: 226	Name : Abbey	Birthdate: 03/03/2003
Physics: 76	Chemistry: 86	Maths: 76	Total: 238

Sr No: 227	Name : Abbi	Birthdate: 14/02/2002
Physics: 61	Chemistry: 58	Maths: 72	Total: 191

Sr No: 228	Name : Abbie	Birthdate: 11/05/2001
Physics: 91	Chemistry: 98	Maths: 69	Total: 258

Sr No: 229	Name : Abby	Birthdate: 25/07/2003
Physics: 56	Chemistry: 84	Maths: 63	Total: 203

Sr No: 230	Name : Abbye	Birthdate: 13/05/2001
Physics: 90	Chemistry: 85	Maths: 76	Total: 251

Sr No: 231	Name : Aaren	Birthdate: 08/03/2002
Physics: 99	Chemistry: 67	Maths: 82	Total: 248

Sr No: 232	Name : Aarika	Birthdate: 07/10/2003
Physics: 91	Chemistry: 87	Maths: 61	Total: 239

Sr No: 233	Name : Abagael	Birthdate: 15/11/2002
Physics: 89	Chemistry: 94	Maths: 91	Total: 274

Sr No: 234	Name : Abagail	Birthdate: 14/02/2002
